box_id,box_length_cm,box_width_cm,box_height_cm,material_type,thickness_mm,product_weight_kg,strength_score,strength_risk
742,49.5,32.0,23.5,standard_corrugated,3.9,3.71,52.1,Medium
743,45.0,41.0,18.0,corrugated,3.8,0.96,46.8,High
744,57.5,35.0,6.0,recycled_kraft,3.5,0.78,29.1,High
745,30.0,35.5,18.5,heavy_duty_corrugated,6.6,6.36,97.1,Low
746,49.5,32.5,11.5,recycled_kraft,3.3,2.48,33.6,High
747,34.0,28.0,26.5,corrugated,4.9,1.91,46.1,High
748,45.0,47.0,13.0,recycled_kraft,3.3,1.56,26.5,High
749,46.5,33.5,28.0,lightweight_cardboard,1.9,0.45,15.0,High
750,67.0,51.0,15.0,recycled_kraft,3.2,2.53,23.8,High
751,35.5,19.5,30.5,standard_corrugated,4.1,0.99,57.5,Medium
752,38.0,17.0,33.5,double_wall_corrugated,6.3,3.32,88.4,Low
753,37.0,15.5,34.0,standard_corrugated,4.4,1.57,54.5,Medium
754,15.0,37.0,20.0,standard_corrugated,4.2,1.63,47.2,High
755,26.5,20.0,14.5,standard_corrugated,3.9,1.38,56.7,Medium
756,42.0,14.0,16.0,corrugated,3.7,0.65,43.6,High
757,71.0,52.0,13.0,recycled_kraft,2.3,1.93,23.6,High
758,32.0,33.0,8.0,heavy_duty_corrugated,6.2,4.23,95.1,Low
759,48.5,27.5,21.0,double_wall_corrugated,5.7,6.17,90.3,Low
760,29.0,25.0,6.5,standard_corrugated,4.3,1.94,50.8,Medium
761,19.5,36.5,35.5,corrugated,4.1,0.65,36.9,High
762,34.0,20.5,22.0,food_grade_cardboard,3.0,0.68,35.1,High
763,19.0,28.5,22.0,double_wall_corrugated,5.3,2.86,92.0,Low
764,17.0,28.0,9.5,heavy_duty_corrugated,7.2,4.65,100.0,Low
765,17.0,20.5,20.0,heavy_duty_corrugated,7.0,4.33,97.8,Low
766,12.5,19.0,19.0,food_grade_cardboard,3.7,2.67,34.7,High
767,40.5,31.5,35.5,corrugated,3.9,0.84,49.9,High
768,27.0,19.5,6.0,recycled_kraft,2.6,0.23,25.5,High
769,51.5,44.5,12.5,recycled_kraft,2.1,2.93,25.0,High
770,33.5,15.0,18.5,double_wall_corrugated,5.4,4.75,86.2,Low
771,64.0,54.0,15.5,recycled_kraft,2.6,1.66,28.9,High
772,20.0,35.0,32.0,standard_corrugated,4.4,3.09,65.8,Medium
773,40.0,52.0,9.0,recycled_kraft,3.1,2.65,30.5,High
774,28.5,17.5,35.5,standard_corrugated,3.9,1.84,51.0,Medium
775,29.5,28.5,7.5,standard_corrugated,4.5,2.24,56.7,Medium
776,21.5,31.0,27.5,corrugated,4.7,1.17,45.2,High
777,54.5,38.0,16.5,recycled_kraft,2.4,1.66,21.8,High
778,37.5,50.5,5.5,recycled_kraft,3.0,2.84,27.5,High
779,15.5,18.5,25.0,double_wall_corrugated,5.7,3.23,84.4,Low
780,19.5,29.5,31.0,standard_corrugated,3.2,0.81,50.7,Medium
781,38.5,27.0,36.0,heavy_duty_corrugated,5.7,5.89,86.3,Low
782,14.0,12.0,26.5,heavy_duty_corrugated,6.0,4.98,95.1,Low
783,40.0,22.5,14.5,standard_corrugated,3.3,2.44,50.1,Medium
784,50.0,47.5,16.0,standard_corrugated,4.2,2.23,53.2,Medium
785,19.0,15.5,4.5,standard_corrugated,3.1,1.94,47.0,High
786,42.0,37.0,16.5,corrugated,4.5,0.78,51.5,Medium
787,31.5,51.0,10.0,recycled_kraft,3.0,1.44,32.3,High
788,17.0,38.5,11.5,standard_corrugated,3.5,2.06,48.3,High
789,38.5,24.5,12.0,food_grade_cardboard,3.7,1.42,35.3,High
790,46.5,24.5,11.0,double_wall_corrugated,5.2,2.06,83.8,Low
791,23.5,11.5,28.0,standard_corrugated,3.9,1.91,48.4,High
792,40.0,41.0,14.5,recycled_kraft,2.3,3.32,20.9,High
793,14.0,17.0,21.0,food_grade_cardboard,3.0,2.66,31.4,High
794,26.0,34.0,7.5,recycled_kraft,2.2,1.82,29.1,High
795,24.5,26.5,23.0,heavy_duty_corrugated,7.2,4.31,99.4,Low
796,20.5,26.5,11.0,standard_corrugated,4.3,1.52,56.9,Medium
797,20.0,13.5,23.0,standard_corrugated,4.3,0.5,60.5,Medium
798,25.5,9.5,15.0,double_wall_corrugated,5.0,5.05,79.4,Low
799,14.5,34.5,25.0,corrugated,3.5,0.37,48.9,High
800,18.0,13.0,11.5,standard_corrugated,3.9,0.66,54.8,Medium
801,40.5,32.0,17.0,heavy_duty_corrugated,5.9,5.77,92.3,Low
802,30.0,45.5,35.5,standard_corrugated,3.9,2.43,48.8,High
803,35.0,29.5,12.5,standard_corrugated,3.7,3.75,41.7,High
804,47.5,34.0,15.5,double_wall_corrugated,6.5,2.35,89.9,Low
805,53.5,17.0,37.0,lightweight_cardboard,2.4,0.72,15.6,High
806,46.5,40.0,19.0,food_grade_cardboard,2.8,3.27,34.7,High
807,21.5,24.5,7.5,standard_corrugated,4.5,1.36,61.3,Medium
808,34.0,40.0,8.5,recycled_kraft,2.7,2.27,32.5,High
809,41.0,37.0,32.5,corrugated,4.5,1.05,49.8,High
810,33.5,22.5,7.5,standard_corrugated,3.9,1.23,55.4,Medium
811,21.0,21.5,6.0,standard_corrugated,3.7,1.22,51.1,Medium
812,38.5,38.0,18.5,double_wall_corrugated,6.6,2.35,89.5,Low
813,53.5,37.5,10.0,standard_corrugated,3.4,1.87,53.0,Medium
814,10.0,28.0,24.5,standard_corrugated,4.4,2.04,61.1,Medium
815,43.0,14.0,14.0,standard_corrugated,3.9,3.49,52.1,Medium
816,21.0,32.0,24.0,heavy_duty_corrugated,6.3,5.18,91.7,Low
817,31.0,17.0,5.0,double_wall_corrugated,6.1,2.44,89.1,Low
818,26.5,19.5,10.0,standard_corrugated,3.2,1.45,53.2,Medium
819,34.5,34.5,26.5,standard_corrugated,3.9,0.81,46.7,High
820,27.0,19.0,9.5,lightweight_cardboard,2.4,0.64,15.0,High
821,37.0,26.0,35.0,lightweight_cardboard,1.9,0.93,15.0,High
822,40.5,20.0,11.5,lightweight_cardboard,2.2,0.61,15.0,High
823,44.5,46.0,15.0,standard_corrugated,4.2,2.55,51.5,Medium
824,28.5,17.0,10.5,standard_corrugated,3.6,2.66,50.9,Medium
825,26.0,23.5,9.0,standard_corrugated,4.4,2.66,53.9,Medium
826,29.0,18.0,35.5,standard_corrugated,3.7,0.57,58.4,Medium
827,41.5,28.5,9.0,food_grade_cardboard,3.4,3.59,36.7,High
828,45.0,50.5,12.5,recycled_kraft,3.1,2.96,29.3,High
829,44.0,10.5,29.0,heavy_duty_corrugated,7.3,5.57,100.0,Low
830,38.5,27.0,23.0,heavy_duty_corrugated,6.6,5.5,90.1,Low
831,27.0,36.5,37.0,standard_corrugated,3.8,3.79,54.9,Medium
832,40.5,21.5,16.0,food_grade_cardboard,2.8,2.19,32.4,High
833,41.5,15.5,34.5,double_wall_corrugated,5.7,4.39,88.5,Low
834,13.5,32.0,10.0,double_wall_corrugated,6.3,2.85,85.4,Low
835,56.0,12.0,33.5,standard_corrugated,4.1,1.41,47.8,High
836,44.0,40.0,27.5,heavy_duty_corrugated,6.5,7.55,96.1,Low
837,36.5,22.5,11.0,recycled_kraft,2.4,1.16,28.3,High
838,9.5,30.0,27.0,corrugated,4.2,0.95,47.5,High
839,31.0,41.0,20.0,standard_corrugated,4.3,2.61,50.8,Medium
840,58.5,40.0,11.5,recycled_kraft,2.9,0.53,32.4,High
841,33.5,30.0,28.5,food_grade_cardboard,2.6,1.63,26.1,High
842,21.5,30.5,31.0,heavy_duty_corrugated,5.7,4.66,97.2,Low
843,40.0,32.5,7.5,recycled_kraft,2.3,3.34,21.5,High
844,28.0,15.0,20.5,standard_corrugated,4.2,0.44,58.9,Medium
845,23.5,37.0,17.0,double_wall_corrugated,5.2,3.57,82.6,Low
846,25.5,17.0,9.5,standard_corrugated,3.7,1.33,55.8,Medium
847,45.5,38.5,21.5,heavy_duty_corrugated,7.1,7.51,94.0,Low
848,60.0,51.5,12.0,recycled_kraft,2.1,3.82,21.8,High
849,25.0,22.0,5.0,standard_corrugated,3.7,1.09,54.0,Medium
850,44.5,33.0,37.0,double_wall_corrugated,5.4,4.47,78.9,Low
851,36.5,40.0,10.5,recycled_kraft,2.1,3.37,26.7,High
852,18.5,34.0,21.0,double_wall_corrugated,6.3,5.75,86.1,Low
853,56.0,47.5,16.0,recycled_kraft,3.3,3.7,27.3,High
854,45.5,36.5,13.5,heavy_duty_corrugated,6.9,6.38,92.2,Low
855,53.5,35.5,19.0,double_wall_corrugated,5.8,3.96,75.6,Low
856,35.5,20.0,7.5,standard_corrugated,4.5,1.49,56.6,Medium
857,23.0,14.0,9.5,food_grade_cardboard,3.3,1.63,45.4,High
858,25.5,34.5,46.0,double_wall_corrugated,5.3,3.56,86.3,Low
859,46.0,12.5,23.0,standard_corrugated,3.0,0.52,49.6,High
860,34.0,32.0,28.0,double_wall_corrugated,5.8,2.42,85.4,Low
861,48.0,30.0,15.0,standard_corrugated,4.4,1.46,55.6,Medium
862,23.5,28.5,16.0,double_wall_corrugated,6.8,2.97,94.5,Low
863,23.0,23.5,9.0,standard_corrugated,3.3,1.1,46.9,High
864,45.5,33.0,10.5,heavy_duty_corrugated,6.7,4.12,100.0,Low
865,32.0,33.5,36.0,standard_corrugated,3.7,1.64,53.6,Medium
866,14.5,41.5,22.0,heavy_duty_corrugated,6.2,4.98,96.1,Low
867,29.0,31.5,25.0,standard_corrugated,4.5,0.45,58.0,Medium
868,36.5,21.5,26.5,corrugated,4.6,0.69,51.9,Medium
869,32.5,16.5,34.5,corrugated,4.1,1.6,51.8,Medium
870,30.5,25.0,9.0,lightweight_cardboard,1.7,0.65,15.0,High
871,30.5,24.5,6.5,standard_corrugated,4.2,2.34,53.8,Medium
872,43.0,18.5,11.0,food_grade_cardboard,2.9,2.95,30.8,High
873,50.0,35.5,30.0,double_wall_corrugated,7.0,7.8,90.6,Low
874,41.0,31.5,23.5,heavy_duty_corrugated,6.7,4.61,100.0,Low
875,42.0,37.5,14.5,double_wall_corrugated,5.6,3.86,80.6,Low
876,52.5,32.0,20.0,corrugated,3.9,1.57,41.2,High
877,30.5,35.0,33.0,double_wall_corrugated,5.7,3.24,86.1,Low
878,21.0,20.5,10.0,lightweight_cardboard,2.2,0.5,15.0,High
879,25.0,26.0,23.5,food_grade_cardboard,3.6,3.15,36.7,High
880,27.0,34.5,23.0,double_wall_corrugated,6.9,4.18,92.8,Low
881,53.0,53.5,6.5,recycled_kraft,3.4,1.04,30.2,High
882,20.0,21.5,6.5,lightweight_cardboard,2.1,0.93,16.9,High
883,60.5,45.5,6.0,recycled_kraft,2.2,0.69,19.0,High
884,23.5,24.0,9.0,standard_corrugated,4.3,1.98,52.5,Medium
885,41.5,53.0,7.5,recycled_kraft,2.6,2.02,26.5,High
886,57.0,21.0,15.0,recycled_kraft,2.9,1.73,21.6,High
887,50.5,37.5,39.5,heavy_duty_corrugated,6.7,5.9,92.8,Low
888,33.5,30.5,6.5,lightweight_cardboard,2.2,0.42,18.3,High
889,28.5,39.5,36.0,standard_corrugated,3.4,2.0,49.2,High
890,27.5,35.0,36.0,double_wall_corrugated,5.6,2.05,86.3,Low
891,50.0,43.0,18.0,heavy_duty_corrugated,6.0,4.44,86.5,Low
892,24.5,17.5,5.5,standard_corrugated,3.5,1.52,49.6,High
893,66.5,39.0,18.5,recycled_kraft,2.2,3.11,21.0,High
894,20.0,28.5,8.5,standard_corrugated,4.3,1.24,55.3,Medium
895,41.0,10.5,10.5,lightweight_cardboard,2.1,0.63,16.4,High
896,23.0,13.0,8.0,food_grade_cardboard,3.3,1.53,38.0,High
897,34.0,25.0,15.5,recycled_kraft,2.4,1.42,21.7,High
898,40.5,28.0,7.5,standard_corrugated,4.2,3.29,55.6,Medium
899,22.0,22.0,6.5,standard_corrugated,4.0,1.6,56.6,Medium
900,17.0,43.5,35.0,standard_corrugated,3.7,3.37,55.5,Medium
901,48.5,35.5,22.5,double_wall_corrugated,6.4,6.85,94.2,Low
902,44.5,25.0,14.5,food_grade_cardboard,3.7,1.37,33.4,High
903,18.0,31.0,15.5,standard_corrugated,3.0,1.94,45.9,High
904,50.0,30.0,25.5,standard_corrugated,3.6,3.54,44.7,High
905,47.0,40.5,11.0,double_wall_corrugated,5.9,2.12,86.9,Low
906,23.0,16.0,9.0,standard_corrugated,3.7,1.34,55.1,Medium
907,48.5,20.0,18.0,corrugated,3.8,0.8,52.1,Medium
908,50.0,41.5,27.5,double_wall_corrugated,6.0,6.15,85.1,Low
909,50.5,34.5,13.0,standard_corrugated,4.2,3.85,52.3,Medium
910,16.0,32.5,32.5,double_wall_corrugated,6.6,5.26,90.6,Low
911,19.5,22.0,10.0,standard_corrugated,4.5,1.04,54.4,Medium
912,31.5,31.0,28.0,heavy_duty_corrugated,7.2,5.43,100.0,Low
913,69.0,52.5,20.5,double_wall_corrugated,5.2,4.13,75.0,Low
914,33.0,29.0,8.5,heavy_duty_corrugated,6.9,4.78,97.7,Low
915,28.5,38.5,11.5,food_grade_cardboard,2.8,2.14,41.0,High
916,20.5,23.0,11.0,standard_corrugated,3.5,1.72,52.0,Medium
917,36.0,29.0,25.5,food_grade_cardboard,3.7,2.54,35.4,High
918,62.0,41.0,6.5,recycled_kraft,2.3,1.56,24.2,High
919,55.0,40.5,19.0,recycled_kraft,2.4,3.75,22.9,High
920,16.0,22.0,17.0,corrugated,3.6,0.4,54.2,Medium
921,17.0,27.5,35.0,double_wall_corrugated,5.3,2.99,75.8,Low
922,32.0,21.0,11.5,corrugated,4.4,1.93,57.4,Medium
923,49.0,41.5,7.5,recycled_kraft,2.3,3.43,19.3,High
924,20.5,15.0,18.5,double_wall_corrugated,6.7,3.35,90.1,Low
925,40.5,35.5,33.0,double_wall_corrugated,5.6,3.03,82.8,Low
926,36.0,19.0,14.0,recycled_kraft,3.0,1.88,31.5,High
927,19.5,26.5,13.5,double_wall_corrugated,5.6,5.39,77.8,Low
928,13.0,13.0,20.5,food_grade_cardboard,3.0,3.85,33.0,High
929,43.5,17.5,29.0,food_grade_cardboard,3.8,3.1,44.9,High
930,41.0,14.5,32.0,double_wall_corrugated,6.3,3.91,83.7,Low
931,24.0,23.5,26.5,food_grade_cardboard,3.2,1.55,35.7,High
932,44.5,39.5,30.5,heavy_duty_corrugated,6.1,8.51,87.8,Low
933,44.0,35.5,13.0,recycled_kraft,3.1,1.28,30.9,High
934,16.0,25.5,7.0,double_wall_corrugated,5.5,4.08,83.5,Low
935,23.0,18.5,19.0,corrugated,5.0,1.51,51.9,Medium
936,33.0,14.0,8.0,lightweight_cardboard,1.8,0.35,15.0,High
937,20.5,17.5,5.0,lightweight_cardboard,2.3,0.85,19.2,High
938,33.0,14.0,8.0,lightweight_cardboard,1.8,0.35,15.0,High
939,15.0,41.0,31.0,standard_corrugated,3.6,3.06,53.9,Medium
940,24.5,20.5,6.5,standard_corrugated,3.6,2.57,46.2,High
941,54.5,55.0,10.0,recycled_kraft,2.5,3.82,21.1,High
942,39.0,25.5,17.0,standard_corrugated,4.5,1.15,58.4,Medium
943,31.0,33.0,37.0,double_wall_corrugated,7.0,5.25,97.2,Low
944,19.0,15.5,19.0,double_wall_corrugated,6.5,2.61,92.3,Low
945,30.0,19.0,10.0,standard_corrugated,4.4,1.67,55.3,Medium
946,21.0,24.5,22.0,food_grade_cardboard,3.9,3.1,37.7,High
947,47.5,29.0,15.5,heavy_duty_corrugated,6.5,4.3,89.9,Low
948,17.0,17.0,35.5,double_wall_corrugated,6.9,2.55,95.6,Low
949,21.5,30.0,36.0,standard_corrugated,3.8,2.26,55.5,Medium
950,44.0,36.5,28.5,double_wall_corrugated,6.0,4.3,84.4,Low
951,18.0,36.5,36.0,double_wall_corrugated,6.8,2.09,90.2,Low
952,49.0,41.5,7.5,recycled_kraft,2.3,3.43,26.0,High
953,33.0,14.5,9.0,corrugated,4.7,1.8,51.2,Medium
954,67.0,25.0,17.5,recycled_kraft,2.8,3.19,26.2,High
955,35.0,27.5,21.0,double_wall_corrugated,5.4,5.92,92.0,Low
956,42.0,26.0,29.0,standard_corrugated,4.0,3.7,51.0,Medium
957,35.5,40.5,14.0,double_wall_corrugated,6.5,2.23,89.4,Low
958,31.5,56.0,16.5,recycled_kraft,3.3,3.12,26.3,High
959,19.0,19.0,21.0,double_wall_corrugated,6.6,2.39,94.7,Low
960,15.5,26.0,20.5,double_wall_corrugated,6.5,2.73,90.3,Low
961,18.5,40.0,11.0,food_grade_cardboard,3.5,0.77,35.1,High
962,44.5,12.5,10.0,double_wall_corrugated,6.3,5.14,93.4,Low
963,32.5,26.0,11.5,lightweight_cardboard,2.2,0.48,16.8,High
964,66.0,40.5,13.5,recycled_kraft,3.0,1.39,25.2,High
965,32.0,25.5,9.5,lightweight_cardboard,2.2,0.59,15.0,High
966,17.5,10.5,13.0,standard_corrugated,4.0,2.74,55.9,Medium
967,23.0,11.0,10.0,standard_corrugated,3.5,0.14,51.3,Medium
968,19.0,37.0,16.0,standard_corrugated,3.3,1.51,54.0,Medium
969,14.5,20.5,29.5,lightweight_cardboard,1.9,0.35,15.0,High
970,47.0,14.5,18.5,double_wall_corrugated,6.2,3.6,92.6,Low
971,35.5,21.5,10.5,standard_corrugated,3.9,2.55,48.5,High
972,29.0,29.5,34.0,corrugated,5.0,0.96,56.0,Medium
973,19.0,19.5,29.5,standard_corrugated,4.2,3.39,54.1,Medium
974,19.5,22.0,10.0,standard_corrugated,4.0,1.59,50.7,Medium
975,13.0,38.5,23.0,food_grade_cardboard,3.9,3.33,36.1,High
976,20.5,39.5,19.5,double_wall_corrugated,5.8,3.03,89.9,Low
977,26.5,44.5,11.5,double_wall_corrugated,5.6,4.18,86.3,Low
978,39.5,19.5,18.5,standard_corrugated,3.9,1.27,56.0,Medium
979,39.0,42.0,16.0,double_wall_corrugated,5.4,3.35,92.4,Low
980,27.5,24.5,10.0,lightweight_cardboard,1.8,0.9,15.0,High
981,18.0,41.0,11.5,corrugated,4.5,0.72,59.1,Medium
982,40.0,36.0,16.5,food_grade_cardboard,2.7,3.79,31.4,High
983,31.0,49.0,17.5,corrugated,4.7,1.96,47.8,High
984,36.5,21.5,30.0,double_wall_corrugated,5.1,3.6,77.6,Low
985,33.0,15.0,7.0,lightweight_cardboard,1.9,0.94,15.0,High
986,26.0,33.0,15.5,corrugated,4.6,1.35,55.9,Medium
987,25.0,29.5,7.5,standard_corrugated,3.3,1.23,51.1,Medium
988,48.0,34.5,17.5,double_wall_corrugated,6.5,3.42,95.9,Low
989,52.0,20.5,6.5,recycled_kraft,2.0,1.17,19.4,High
990,22.0,16.5,37.0,double_wall_corrugated,6.4,2.61,90.4,Low
991,32.0,46.0,16.0,recycled_kraft,3.0,1.56,23.3,High
992,34.5,26.5,9.5,standard_corrugated,4.4,1.36,58.2,Medium
993,25.5,15.0,5.5,standard_corrugated,4.4,2.08,59.0,Medium
994,21.0,38.0,7.5,lightweight_cardboard,2.1,0.82,15.0,High
995,19.0,16.0,14.5,corrugated,4.5,1.5,41.6,High
996,31.5,26.0,34.5,double_wall_corrugated,6.7,3.16,91.6,Low
997,33.5,21.5,7.0,standard_corrugated,3.9,1.72,56.0,Medium
998,21.5,17.5,17.0,corrugated,4.5,1.8,53.4,Medium
999,34.0,14.0,26.0,standard_corrugated,3.1,1.84,54.5,Medium
1000,17.0,22.5,30.0,corrugated,4.6,1.25,48.1,High
1001,47.5,61.0,7.0,double_wall_corrugated,6.3,2.15,92.8,Low
1002,37.5,44.0,36.5,lightweight_cardboard,2.2,0.97,15.0,High
1003,42.0,21.0,31.5,corrugated,5.0,1.52,45.9,High
1004,27.0,27.5,11.5,standard_corrugated,4.2,0.89,57.3,Medium
1005,32.5,26.0,11.5,lightweight_cardboard,2.2,0.48,15.0,High
1006,26.0,24.5,12.0,recycled_kraft,2.7,1.73,27.6,High
1007,28.5,28.0,15.0,corrugated,3.7,0.87,49.5,High
1008,42.0,28.0,27.0,corrugated,4.6,1.72,48.7,High
1009,36.5,37.0,15.5,heavy_duty_corrugated,5.9,5.88,88.5,Low
1010,38.5,21.5,21.5,heavy_duty_corrugated,6.2,4.12,93.6,Low
1011,34.0,24.5,15.5,food_grade_cardboard,2.5,1.46,27.3,High
1012,25.0,29.5,7.5,standard_corrugated,3.3,1.23,47.3,High
1013,51.0,40.5,9.0,recycled_kraft,3.3,2.21,32.8,High
1014,19.5,23.5,20.5,corrugated,4.5,1.62,47.2,High
1015,41.5,19.0,9.5,standard_corrugated,3.4,2.08,54.0,Medium
1016,28.0,21.0,11.0,recycled_kraft,3.2,0.44,33.5,High
1017,22.5,37.0,30.5,heavy_duty_corrugated,6.8,5.35,88.8,Low
1018,32.5,23.5,24.0,double_wall_corrugated,6.6,4.4,87.6,Low
1019,32.5,26.5,37.5,standard_corrugated,4.1,3.47,57.3,Medium
1020,37.0,34.0,26.0,food_grade_cardboard,3.6,0.55,32.0,High
1021,24.0,22.0,11.0,standard_corrugated,3.8,0.67,52.6,Medium
1022,29.0,33.5,26.0,heavy_duty_corrugated,7.0,5.8,98.3,Low
1023,31.0,43.5,19.5,recycled_kraft,2.3,0.89,27.9,High
1024,10.5,32.5,6.0,standard_corrugated,4.0,2.14,52.4,Medium
1025,21.5,28.5,8.0,standard_corrugated,4.4,1.74,54.2,Medium
1026,30.0,17.0,13.5,food_grade_cardboard,3.0,2.25,39.7,High
1027,47.5,31.5,14.0,recycled_kraft,2.9,1.45,35.0,High
1028,28.5,37.0,24.0,double_wall_corrugated,6.9,2.2,96.3,Low
1029,34.0,19.5,35.0,corrugated,4.6,1.87,51.5,Medium
1030,34.5,32.0,27.5,lightweight_cardboard,1.9,0.26,15.0,High
1031,26.0,15.5,11.0,lightweight_cardboard,1.6,0.41,15.0,High
1032,17.0,40.5,8.5,heavy_duty_corrugated,7.3,4.07,100.0,Low
1033,40.0,36.0,16.5,food_grade_cardboard,2.7,3.79,32.6,High
1034,29.0,23.5,17.5,food_grade_cardboard,3.6,3.68,41.5,High
1035,43.0,33.0,14.5,corrugated,4.6,1.93,54.0,Medium
1036,22.0,25.0,5.0,standard_corrugated,3.0,1.65,43.7,High
1037,39.5,25.5,10.5,recycled_kraft,3.2,1.59,34.6,High
1038,59.5,31.0,9.5,recycled_kraft,2.1,1.63,20.4,High
1039,16.5,36.0,29.5,standard_corrugated,3.5,3.41,48.8,High
1040,27.0,28.0,5.5,recycled_kraft,3.4,2.08,32.5,High
1041,42.0,35.0,25.0,food_grade_cardboard,3.1,0.5,41.2,High
1042,41.5,40.0,7.0,standard_corrugated,3.2,3.54,62.0,Medium
1043,28.0,38.5,27.0,standard_corrugated,4.4,3.9,56.5,Medium
1044,22.0,27.5,19.5,corrugated,4.9,1.69,52.9,Medium
1045,41.0,51.5,19.5,double_wall_corrugated,5.2,2.09,85.2,Low
1046,43.0,35.0,11.5,double_wall_corrugated,5.6,3.08,89.8,Low
1047,53.0,45.0,15.5,recycled_kraft,2.4,0.88,23.4,High
1048,40.5,57.0,11.5,recycled_kraft,2.3,1.62,31.8,High
1049,25.5,39.0,21.0,corrugated,3.5,0.44,47.3,High
1050,33.5,39.5,8.5,double_wall_corrugated,6.2,3.94,91.2,Low
1051,28.5,13.0,20.5,corrugated,3.9,0.32,52.7,Medium
1052,23.0,32.5,29.5,corrugated,3.8,1.18,49.2,High
1053,26.0,23.5,9.0,standard_corrugated,4.4,2.66,59.0,Medium
1054,56.5,22.0,41.5,standard_corrugated,3.4,3.64,45.8,High
1055,42.5,24.0,27.0,corrugated,5.0,1.04,50.9,Medium
1056,35.0,19.5,21.5,heavy_duty_corrugated,5.8,4.19,87.1,Low
1057,42.0,22.0,21.0,double_wall_corrugated,6.0,3.95,89.3,Low
1058,28.0,27.5,37.5,standard_corrugated,3.8,2.33,54.7,Medium
1059,29.5,28.5,20.0,double_wall_corrugated,7.0,3.01,94.9,Low
1060,43.5,41.0,24.0,corrugated,4.8,0.4,58.1,Medium
1061,35.0,26.5,36.0,double_wall_corrugated,5.7,4.73,85.1,Low
1062,32.0,23.0,21.0,double_wall_corrugated,7.0,3.93,95.3,Low
1063,19.5,42.0,20.0,heavy_duty_corrugated,6.3,5.62,89.0,Low
1064,36.0,36.5,11.0,standard_corrugated,4.0,2.69,52.0,Medium
1065,21.0,19.5,4.5,standard_corrugated,4.4,1.99,58.4,Medium
1066,16.0,26.0,23.0,standard_corrugated,3.5,2.55,54.5,Medium
1067,53.5,24.0,24.0,double_wall_corrugated,6.8,3.06,90.1,Low
1068,39.0,51.5,17.5,recycled_kraft,2.3,3.58,23.2,High
1069,39.0,40.0,19.0,recycled_kraft,2.0,1.91,16.7,High
1070,27.0,41.0,16.5,lightweight_cardboard,2.0,0.14,15.0,High
1071,22.5,19.5,9.5,heavy_duty_corrugated,5.8,4.42,93.7,Low
1072,16.0,38.0,18.0,food_grade_cardboard,2.8,1.66,35.5,High
1073,17.5,24.5,26.0,corrugated,4.8,0.91,55.7,Medium
1074,32.0,32.0,12.0,double_wall_corrugated,5.9,5.56,86.7,Low
1075,29.0,25.0,5.5,lightweight_cardboard,2.2,0.86,15.0,High
1076,28.0,36.0,9.5,standard_corrugated,4.2,1.38,53.0,Medium
1077,18.5,38.0,18.0,double_wall_corrugated,7.0,5.34,94.7,Low
1078,50.0,30.0,25.5,standard_corrugated,3.6,3.54,51.5,Medium
1079,11.5,13.5,16.5,food_grade_cardboard,3.3,0.97,38.6,High
1080,27.0,28.0,10.5,standard_corrugated,4.0,1.59,52.5,Medium
1081,44.5,36.5,17.0,standard_corrugated,4.5,2.85,46.5,High
1082,27.0,28.0,4.0,standard_corrugated,3.1,2.07,54.5,Medium
1083,26.5,25.5,20.0,double_wall_corrugated,5.8,4.39,84.5,Low
1084,57.0,43.0,17.5,standard_corrugated,4.3,1.83,50.1,Medium
1085,18.5,26.5,21.5,standard_corrugated,3.5,1.58,54.5,Medium
1086,33.5,35.0,8.5,recycled_kraft,2.1,0.83,23.9,High
1087,34.0,27.0,36.0,double_wall_corrugated,5.0,4.67,85.9,Low
1088,21.0,45.5,26.0,lightweight_cardboard,2.0,0.2,15.0,High
1089,24.0,40.0,27.5,standard_corrugated,3.4,3.66,52.0,Medium
1090,49.5,43.0,25.0,standard_corrugated,4.2,2.8,46.9,High
1091,33.5,33.5,23.5,food_grade_cardboard,3.2,2.27,38.6,High
1092,57.0,41.0,20.0,standard_corrugated,3.5,0.59,50.7,Medium
1093,33.0,14.0,5.5,corrugated,4.7,0.68,52.9,Medium
1094,20.5,16.0,39.5,double_wall_corrugated,6.2,4.35,89.1,Low
1095,13.5,14.0,11.0,corrugated,4.6,1.74,44.3,High
1096,11.5,27.5,29.5,double_wall_corrugated,5.6,2.24,88.6,Low
1097,30.5,28.0,6.5,lightweight_cardboard,2.2,0.77,15.0,High
1098,21.5,12.5,8.0,standard_corrugated,3.8,1.43,47.9,High
1099,13.5,26.0,36.5,lightweight_cardboard,1.5,0.3,15.0,High
1100,32.5,35.5,10.5,corrugated,4.5,1.75,56.1,Medium
1101,16.0,34.5,29.0,food_grade_cardboard,3.1,3.32,31.0,High
1102,26.0,14.5,10.0,standard_corrugated,3.9,1.79,59.9,Medium
1103,23.5,30.5,17.5,double_wall_corrugated,6.0,3.28,85.9,Low
1104,12.0,27.5,23.5,lightweight_cardboard,1.9,0.5,15.0,High
1105,15.5,36.5,20.5,heavy_duty_corrugated,7.1,5.53,92.8,Low
1106,34.5,21.5,7.0,lightweight_cardboard,1.7,0.98,15.0,High
1107,34.0,26.5,16.5,food_grade_cardboard,3.6,2.39,35.9,High
1108,21.5,29.5,21.5,double_wall_corrugated,5.6,4.55,83.1,Low
