sustainability_id,material_type,thickness_mm,area_used_sqcm,box_volume_cm3,manufacturing_energy_kwh,transport_energy_kwh,carbon_emission_kg,sustainability_score
719,food_grade_cardboard,2.7,3849.5,15461.25,0.001,0.119,0.059,77
720,standard_corrugated,3.3,2091.0,5796.0,0.0,0.101,0.047,91
721,food_grade_cardboard,3.7,3335.5,10913.5,0.001,0.121,0.059,76
722,food_grade_cardboard,3.7,3689.0,15180.0,0.001,0.117,0.064,71
723,standard_corrugated,4.1,3338.0,11100.0,0.001,0.122,0.063,78
724,corrugated,4.6,4643.5,20795.88,0.001,0.126,0.066,75
725,corrugated,4.4,3243.0,10395.0,0.001,0.12,0.056,83
726,standard_corrugated,4.1,2183.0,6072.0,0.001,0.109,0.055,82
727,corrugated,4.1,3444.0,11880.0,0.001,0.109,0.051,87
728,standard_corrugated,4.0,2186.5,5708.25,0.001,0.12,0.061,80
729,double_wall_corrugated,6.8,1875.0,5400.0,0.001,0.107,0.058,80
730,double_wall_corrugated,5.3,4463.5,19212.25,0.002,0.123,0.068,71
731,heavy_duty_corrugated,7.0,5266.0,24322.5,0.004,0.114,0.06,71
732,heavy_duty_corrugated,5.7,4468.0,17952.0,0.003,0.122,0.063,71
733,corrugated,3.7,3145.5,10843.88,0.001,0.113,0.061,78
734,standard_corrugated,4.1,1700.0,3000.0,0.0,0.093,0.048,89
735,lightweight_cardboard,1.6,1550.0,2700.0,0.0,0.089,0.042,96
736,corrugated,3.5,4771.0,20746.0,0.001,0.125,0.063,75
737,food_grade_cardboard,3.7,5165.5,22796.62,0.001,0.133,0.064,67
738,heavy_duty_corrugated,7.2,9719.5,64814.75,0.008,0.166,0.088,42
739,standard_corrugated,3.9,1369.0,2717.0,0.0,0.094,0.047,92
740,heavy_duty_corrugated,7.0,3163.5,10530.62,0.002,0.116,0.061,75
741,recycled_kraft,2.1,3146.0,10164.0,0.0,0.096,0.047,92
742,standard_corrugated,3.9,6998.5,37224.0,0.001,0.135,0.065,74
743,corrugated,3.8,6786.0,33210.0,0.001,0.12,0.061,78
744,recycled_kraft,3.5,5135.0,12075.0,0.0,0.101,0.054,86
745,heavy_duty_corrugated,6.6,4553.5,19702.5,0.003,0.109,0.058,74
746,recycled_kraft,3.3,5103.5,18500.62,0.0,0.114,0.056,84
747,corrugated,4.9,5190.0,25228.0,0.001,0.108,0.059,80
748,recycled_kraft,3.3,6622.0,27495.0,0.001,0.124,0.066,78
749,lightweight_cardboard,1.9,7595.5,43617.0,0.0,0.144,0.069,70
750,recycled_kraft,3.2,10374.0,51255.0,0.001,0.151,0.07,68
751,standard_corrugated,4.1,4739.5,21113.62,0.001,0.117,0.062,77
752,double_wall_corrugated,6.3,4977.0,21641.0,0.003,0.134,0.073,64
753,standard_corrugated,4.4,4717.0,19499.0,0.001,0.107,0.058,82
754,standard_corrugated,4.2,3190.0,11100.0,0.001,0.111,0.06,81
755,standard_corrugated,3.9,2408.5,7685.0,0.001,0.094,0.048,91
756,corrugated,3.7,2968.0,9408.0,0.001,0.095,0.048,88
757,recycled_kraft,2.3,10582.0,47996.0,0.001,0.151,0.07,70
758,heavy_duty_corrugated,6.2,3152.0,8448.0,0.002,0.111,0.055,80
759,double_wall_corrugated,5.7,5859.5,28008.75,0.003,0.143,0.073,62
760,standard_corrugated,4.3,2152.0,4712.5,0.001,0.107,0.055,85
761,corrugated,4.1,5399.5,25267.12,0.001,0.143,0.073,70
762,food_grade_cardboard,3.0,3792.0,15334.0,0.001,0.1,0.052,81
763,double_wall_corrugated,5.3,3173.0,11913.0,0.002,0.098,0.049,87
764,heavy_duty_corrugated,7.2,1807.0,4522.0,0.001,0.09,0.047,86
765,heavy_duty_corrugated,7.0,2197.0,6970.0,0.002,0.097,0.046,87
766,food_grade_cardboard,3.7,1672.0,4512.5,0.0,0.106,0.052,79
767,corrugated,3.9,7663.5,45289.12,0.002,0.152,0.08,63
768,recycled_kraft,2.6,1611.0,3159.0,0.0,0.089,0.046,96
769,recycled_kraft,2.1,6983.5,28646.88,0.0,0.146,0.079,69
770,double_wall_corrugated,5.4,2799.5,9296.25,0.001,0.121,0.059,78
771,recycled_kraft,2.6,10570.0,53568.0,0.001,0.144,0.073,70
772,standard_corrugated,4.4,4920.0,22400.0,0.001,0.107,0.053,84
773,recycled_kraft,3.1,5816.0,18720.0,0.0,0.107,0.053,89
774,standard_corrugated,3.9,4263.5,17705.62,0.001,0.105,0.056,86
775,standard_corrugated,4.5,2551.5,6305.62,0.001,0.094,0.049,90
776,corrugated,4.7,4220.5,18328.75,0.001,0.119,0.064,79
777,recycled_kraft,2.4,7194.5,34171.5,0.0,0.124,0.059,81
778,recycled_kraft,3.0,4755.5,10415.62,0.0,0.106,0.056,86
779,double_wall_corrugated,5.7,2273.5,7168.75,0.001,0.123,0.058,77
780,standard_corrugated,3.2,4188.5,17832.75,0.001,0.124,0.067,74
781,heavy_duty_corrugated,5.7,6795.0,37422.0,0.004,0.156,0.079,53
782,heavy_duty_corrugated,6.0,1714.0,4452.0,0.001,0.093,0.046,87
783,standard_corrugated,3.3,3612.5,13050.0,0.001,0.109,0.055,84
784,standard_corrugated,4.2,7870.0,38000.0,0.002,0.14,0.077,65
785,standard_corrugated,3.1,899.5,1325.25,0.0,0.088,0.041,95
786,corrugated,4.5,5715.0,25641.0,0.001,0.107,0.053,86
787,recycled_kraft,3.0,4863.0,16065.0,0.0,0.122,0.065,78
788,standard_corrugated,3.5,2585.5,7526.75,0.0,0.112,0.056,83
789,food_grade_cardboard,3.7,3398.5,11319.0,0.001,0.108,0.052,78
790,double_wall_corrugated,5.2,3840.5,12531.75,0.002,0.112,0.057,77
791,standard_corrugated,3.9,2500.5,7567.0,0.001,0.105,0.052,88
792,recycled_kraft,2.3,5629.0,23780.0,0.0,0.106,0.057,86
793,food_grade_cardboard,3.0,1778.0,4998.0,0.0,0.1,0.052,84
794,recycled_kraft,2.2,2668.0,6630.0,0.0,0.096,0.048,90
795,heavy_duty_corrugated,7.2,3644.5,14932.75,0.003,0.101,0.057,79
796,standard_corrugated,4.3,2120.5,5975.75,0.0,0.121,0.06,79
797,standard_corrugated,4.3,2081.0,6210.0,0.001,0.109,0.051,85
798,double_wall_corrugated,5.0,1534.5,3633.75,0.001,0.111,0.054,81
799,corrugated,3.5,3450.5,12506.25,0.001,0.106,0.053,84
800,standard_corrugated,3.9,1181.0,2691.0,0.0,0.099,0.047,90
801,heavy_duty_corrugated,5.9,5057.0,22032.0,0.003,0.112,0.063,71
802,standard_corrugated,3.9,8090.5,48457.5,0.002,0.131,0.07,73
803,standard_corrugated,3.7,3677.5,12906.25,0.001,0.102,0.05,87
804,double_wall_corrugated,6.5,5756.5,25032.5,0.004,0.136,0.072,63
805,lightweight_cardboard,2.4,7036.0,33651.5,0.0,0.141,0.073,67
806,food_grade_cardboard,2.8,7007.0,35340.0,0.001,0.137,0.074,63
807,standard_corrugated,4.5,1743.5,3950.62,0.0,0.103,0.055,84
808,recycled_kraft,2.7,3978.0,11560.0,0.0,0.126,0.063,81
809,corrugated,4.5,8104.0,49302.5,0.002,0.13,0.07,72
810,standard_corrugated,3.9,2347.5,5653.12,0.0,0.099,0.05,87
811,standard_corrugated,3.7,1413.0,2709.0,0.0,0.098,0.05,89
812,double_wall_corrugated,6.6,5756.5,27065.5,0.003,0.138,0.067,64
813,standard_corrugated,3.4,5832.5,20062.5,0.001,0.138,0.066,73
814,standard_corrugated,4.4,2422.0,6860.0,0.001,0.099,0.05,88
815,standard_corrugated,3.9,2800.0,8428.0,0.001,0.121,0.059,79
816,heavy_duty_corrugated,6.3,3888.0,16128.0,0.003,0.128,0.061,70
817,double_wall_corrugated,6.1,1534.0,2635.0,0.001,0.094,0.049,89
818,standard_corrugated,3.2,1953.5,5167.5,0.0,0.102,0.047,89
819,standard_corrugated,3.9,6037.5,31541.62,0.001,0.128,0.066,72
820,lightweight_cardboard,2.4,1900.0,4873.5,0.0,0.12,0.06,80
821,lightweight_cardboard,1.9,6334.0,33670.0,0.0,0.121,0.065,77
822,lightweight_cardboard,2.2,3011.5,9315.0,0.0,0.119,0.06,81
823,standard_corrugated,4.2,6809.0,30705.0,0.001,0.124,0.059,75
824,standard_corrugated,3.6,1924.5,5087.25,0.0,0.112,0.057,85
825,standard_corrugated,4.4,2113.0,5499.0,0.0,0.103,0.055,87
826,standard_corrugated,3.7,4381.0,18531.0,0.001,0.121,0.066,74
827,food_grade_cardboard,3.4,3625.5,10644.75,0.001,0.122,0.061,74
828,recycled_kraft,3.1,6932.5,28406.25,0.001,0.14,0.068,73
829,heavy_duty_corrugated,7.3,4085.0,13398.0,0.003,0.126,0.07,68
830,heavy_duty_corrugated,6.6,5092.0,23908.5,0.003,0.108,0.054,75
831,standard_corrugated,3.8,6670.0,36463.5,0.001,0.144,0.075,67
832,food_grade_cardboard,2.8,3725.5,13932.0,0.001,0.102,0.05,82
833,double_wall_corrugated,5.7,5219.5,22192.12,0.003,0.119,0.057,78
834,double_wall_corrugated,6.3,1774.0,4320.0,0.001,0.106,0.052,83
835,standard_corrugated,4.1,5900.0,22512.0,0.001,0.119,0.058,81
836,heavy_duty_corrugated,6.5,8140.0,48400.0,0.006,0.149,0.081,53
837,recycled_kraft,2.4,2940.5,9033.75,0.0,0.125,0.067,77
838,corrugated,4.2,2703.0,7695.0,0.001,0.096,0.047,92
839,standard_corrugated,4.3,5422.0,25420.0,0.001,0.132,0.07,73
840,recycled_kraft,2.9,6945.5,26910.0,0.0,0.123,0.057,80
841,food_grade_cardboard,2.6,5629.5,28642.5,0.001,0.114,0.058,75
842,heavy_duty_corrugated,5.7,4535.5,20328.25,0.003,0.108,0.052,79
843,recycled_kraft,2.3,3687.5,9750.0,0.0,0.125,0.067,77
844,standard_corrugated,4.2,2603.0,8610.0,0.001,0.121,0.064,76
845,double_wall_corrugated,5.2,3796.0,14781.5,0.002,0.129,0.067,70
846,standard_corrugated,3.7,1674.5,4118.25,0.0,0.119,0.063,78
847,heavy_duty_corrugated,7.1,7115.5,37662.62,0.006,0.126,0.069,63
848,recycled_kraft,2.1,8856.0,37080.0,0.0,0.131,0.071,72
849,standard_corrugated,3.7,1570.0,2750.0,0.0,0.108,0.056,87
850,double_wall_corrugated,5.4,8672.0,54334.5,0.004,0.154,0.085,54
851,recycled_kraft,2.1,4526.5,15330.0,0.0,0.113,0.057,83
852,double_wall_corrugated,6.3,3463.0,13209.0,0.002,0.108,0.052,82
853,recycled_kraft,3.3,8632.0,42560.0,0.001,0.147,0.074,69
854,heavy_duty_corrugated,6.9,5535.5,22420.12,0.004,0.125,0.062,70
855,double_wall_corrugated,5.8,7180.5,36085.75,0.004,0.122,0.065,68
856,standard_corrugated,4.5,2252.5,5325.0,0.001,0.104,0.053,85
857,food_grade_cardboard,3.3,1347.0,3059.0,0.0,0.105,0.054,83
858,double_wall_corrugated,5.3,7279.5,40468.5,0.003,0.143,0.069,66
859,standard_corrugated,3.0,3841.0,13225.0,0.001,0.103,0.05,89
860,double_wall_corrugated,5.8,5872.0,30464.0,0.003,0.14,0.072,65
861,standard_corrugated,4.4,5220.0,21600.0,0.001,0.104,0.057,81
862,double_wall_corrugated,6.8,3003.5,10716.0,0.002,0.106,0.053,82
863,standard_corrugated,3.3,1918.0,4864.5,0.0,0.114,0.056,82
864,heavy_duty_corrugated,6.7,4651.5,15765.75,0.003,0.118,0.064,69
865,standard_corrugated,3.7,6860.0,38592.0,0.001,0.129,0.067,74
866,heavy_duty_corrugated,6.2,3667.5,13238.5,0.002,0.12,0.06,72
867,standard_corrugated,4.5,4852.0,22837.5,0.001,0.125,0.063,76
868,corrugated,4.6,4643.5,20795.88,0.001,0.132,0.064,76
869,corrugated,4.1,4453.5,18500.62,0.001,0.127,0.069,72
870,lightweight_cardboard,1.7,2524.0,6862.5,0.0,0.11,0.052,87
871,standard_corrugated,4.2,2209.5,4857.12,0.001,0.104,0.052,90
872,food_grade_cardboard,2.9,2944.0,8750.5,0.0,0.097,0.045,86
873,double_wall_corrugated,7.0,8680.0,53250.0,0.006,0.142,0.072,58
874,heavy_duty_corrugated,6.7,5990.5,30350.25,0.004,0.127,0.07,64
875,double_wall_corrugated,5.6,5455.5,22837.5,0.003,0.127,0.062,72
876,corrugated,3.9,6740.0,33600.0,0.001,0.134,0.064,72
877,double_wall_corrugated,5.7,6458.0,35227.5,0.003,0.127,0.066,68
878,lightweight_cardboard,2.2,1691.0,4305.0,0.0,0.089,0.041,97
879,food_grade_cardboard,3.6,3697.0,15275.0,0.001,0.115,0.054,76
880,double_wall_corrugated,6.9,4692.0,21424.5,0.003,0.114,0.062,76
881,recycled_kraft,3.4,7055.5,18430.75,0.001,0.127,0.067,74
882,lightweight_cardboard,2.1,1399.5,2795.0,0.0,0.088,0.047,92
883,recycled_kraft,2.2,6777.5,16516.5,0.0,0.119,0.063,82
884,standard_corrugated,4.3,1983.0,5076.0,0.0,0.119,0.062,78
885,recycled_kraft,2.6,5816.5,16496.25,0.0,0.105,0.049,88
886,recycled_kraft,2.9,4734.0,17955.0,0.0,0.117,0.061,82
887,heavy_duty_corrugated,6.7,10739.5,74803.12,0.008,0.153,0.087,45
888,lightweight_cardboard,2.2,2875.5,6641.38,0.0,0.111,0.058,83
889,standard_corrugated,3.4,7147.5,40527.0,0.001,0.143,0.073,67
890,double_wall_corrugated,5.6,6425.0,34650.0,0.003,0.131,0.065,68
891,heavy_duty_corrugated,6.0,7648.0,38700.0,0.004,0.14,0.078,59
892,standard_corrugated,3.5,1319.5,2358.12,0.0,0.115,0.06,84
893,recycled_kraft,2.2,9090.5,47979.75,0.0,0.135,0.073,72
894,standard_corrugated,4.3,1964.5,4845.0,0.0,0.09,0.043,96
895,lightweight_cardboard,2.1,1942.5,4520.25,0.0,0.116,0.055,82
896,food_grade_cardboard,3.3,1174.0,2392.0,0.0,0.105,0.05,82
897,recycled_kraft,2.4,3529.0,13175.0,0.0,0.126,0.066,76
898,standard_corrugated,4.2,3295.5,8505.0,0.001,0.112,0.054,84
899,standard_corrugated,4.0,1540.0,3146.0,0.0,0.113,0.053,85
900,standard_corrugated,3.7,5714.0,25882.5,0.001,0.123,0.068,72
901,double_wall_corrugated,6.4,7223.5,38739.38,0.004,0.149,0.072,60
902,food_grade_cardboard,3.7,4240.5,16131.25,0.001,0.131,0.069,68
903,standard_corrugated,3.0,2635.0,8649.0,0.0,0.111,0.055,85
904,standard_corrugated,3.6,7080.0,38250.0,0.002,0.125,0.067,74
905,double_wall_corrugated,5.9,5732.0,20938.5,0.003,0.113,0.059,78
906,standard_corrugated,3.7,1438.0,3312.0,0.0,0.094,0.05,88
907,corrugated,3.8,4406.0,17460.0,0.001,0.109,0.059,82
908,double_wall_corrugated,6.0,9182.5,57062.5,0.004,0.148,0.072,60
909,standard_corrugated,4.2,5694.5,22649.25,0.001,0.125,0.059,78
910,double_wall_corrugated,6.6,4192.5,16900.0,0.003,0.12,0.059,74
911,standard_corrugated,4.5,1688.0,4290.0,0.0,0.102,0.053,85
912,heavy_duty_corrugated,7.2,5453.0,27342.0,0.004,0.132,0.073,63
913,double_wall_corrugated,5.2,12226.5,74261.25,0.006,0.152,0.08,53
914,heavy_duty_corrugated,6.9,2968.0,8134.5,0.002,0.095,0.05,86
915,food_grade_cardboard,2.8,3735.5,12618.38,0.001,0.102,0.049,83
916,standard_corrugated,3.5,1900.0,5186.5,0.0,0.106,0.056,86
917,food_grade_cardboard,3.7,5403.0,26622.0,0.001,0.116,0.063,74
918,recycled_kraft,2.3,6423.0,16523.0,0.0,0.109,0.053,88
919,recycled_kraft,2.4,8084.0,42322.5,0.0,0.138,0.069,73
920,corrugated,3.6,1996.0,5984.0,0.0,0.116,0.054,84
921,double_wall_corrugated,5.3,4050.0,16362.5,0.002,0.099,0.052,85
922,corrugated,4.4,2563.0,7728.0,0.001,0.113,0.057,82
923,recycled_kraft,2.3,5424.5,15251.25,0.0,0.121,0.057,82
924,double_wall_corrugated,6.7,1928.5,5688.75,0.001,0.115,0.058,77
925,double_wall_corrugated,5.6,7891.5,47445.75,0.004,0.167,0.084,53
926,recycled_kraft,3.0,2908.0,9576.0,0.0,0.094,0.047,91
927,double_wall_corrugated,5.6,2275.5,6976.12,0.001,0.096,0.049,88
928,food_grade_cardboard,3.0,1404.0,3464.5,0.0,0.115,0.053,78
929,food_grade_cardboard,3.8,5060.5,22076.25,0.001,0.121,0.064,71
930,double_wall_corrugated,6.3,4741.0,19024.0,0.003,0.121,0.065,73
931,food_grade_cardboard,3.2,3645.5,14946.0,0.001,0.121,0.059,72
932,heavy_duty_corrugated,6.1,8639.5,53611.38,0.005,0.162,0.079,51
933,recycled_kraft,3.1,5191.0,20306.0,0.0,0.136,0.071,74
934,double_wall_corrugated,5.5,1397.0,2856.0,0.001,0.118,0.064,78
935,corrugated,5.0,2428.0,8084.5,0.001,0.115,0.056,81
936,lightweight_cardboard,1.8,1676.0,3696.0,0.0,0.097,0.047,92
937,lightweight_cardboard,2.3,1097.5,1793.75,0.0,0.113,0.054,84
938,lightweight_cardboard,1.8,1676.0,3696.0,0.0,0.09,0.045,94
939,standard_corrugated,3.6,4702.0,19065.0,0.001,0.109,0.052,84
940,standard_corrugated,3.6,1589.5,3264.62,0.0,0.116,0.057,83
941,recycled_kraft,2.5,8185.0,29975.0,0.0,0.12,0.062,82
942,standard_corrugated,4.5,4182.0,16906.5,0.001,0.107,0.055,86
943,double_wall_corrugated,7.0,6782.0,37851.0,0.004,0.123,0.064,69
944,double_wall_corrugated,6.5,1900.0,5595.5,0.001,0.117,0.059,78
945,standard_corrugated,4.4,2120.0,5700.0,0.0,0.106,0.054,85
946,food_grade_cardboard,3.9,3031.0,11319.0,0.001,0.117,0.054,76
947,heavy_duty_corrugated,6.5,5126.5,21351.25,0.003,0.112,0.055,75
948,double_wall_corrugated,6.9,2992.0,10259.5,0.002,0.119,0.065,73
949,standard_corrugated,3.8,4998.0,23220.0,0.001,0.133,0.063,76
950,double_wall_corrugated,6.0,7800.5,45771.0,0.004,0.138,0.074,60
951,double_wall_corrugated,6.8,5238.0,23652.0,0.003,0.12,0.067,71
952,recycled_kraft,2.3,5424.5,15251.25,0.0,0.105,0.051,87
953,corrugated,4.7,1812.0,4306.5,0.0,0.119,0.059,80
954,recycled_kraft,2.8,6570.0,29312.5,0.0,0.135,0.069,72
955,double_wall_corrugated,5.4,4550.0,20212.5,0.002,0.136,0.074,65
956,standard_corrugated,4.0,6128.0,31668.0,0.001,0.124,0.068,75
957,double_wall_corrugated,6.5,5003.5,20128.5,0.003,0.13,0.07,69
958,recycled_kraft,3.3,6415.5,29106.0,0.001,0.139,0.065,73
959,double_wall_corrugated,6.6,2318.0,7581.0,0.001,0.114,0.06,78
960,double_wall_corrugated,6.5,2507.5,8261.5,0.001,0.123,0.062,75
961,food_grade_cardboard,3.5,2767.0,8140.0,0.0,0.105,0.052,82
962,double_wall_corrugated,6.3,2252.5,5562.5,0.001,0.094,0.044,91
963,lightweight_cardboard,2.2,3035.5,9717.5,0.0,0.115,0.055,82
964,recycled_kraft,3.0,8221.5,36085.5,0.001,0.145,0.077,69
965,lightweight_cardboard,2.2,2724.5,7752.0,0.0,0.11,0.055,85
966,standard_corrugated,4.0,1095.5,2388.75,0.0,0.093,0.045,90
967,standard_corrugated,3.5,1186.0,2530.0,0.0,0.103,0.051,88
968,standard_corrugated,3.3,3198.0,11248.0,0.001,0.105,0.056,87
969,lightweight_cardboard,1.9,2659.5,8768.88,0.0,0.106,0.055,85
970,double_wall_corrugated,6.2,3638.5,12607.75,0.002,0.118,0.058,77
971,standard_corrugated,3.9,2723.5,8014.12,0.001,0.116,0.055,83
972,corrugated,5.0,5689.0,29087.0,0.002,0.119,0.058,78
973,standard_corrugated,4.2,3012.5,10929.75,0.001,0.108,0.058,83
974,standard_corrugated,4.0,1688.0,4290.0,0.0,0.097,0.049,91
975,food_grade_cardboard,3.9,3370.0,11511.5,0.001,0.101,0.052,81
976,double_wall_corrugated,5.8,3959.5,15790.12,0.002,0.126,0.065,73
977,double_wall_corrugated,5.6,3991.5,13561.38,0.002,0.128,0.064,74
978,standard_corrugated,3.9,3723.5,14249.62,0.001,0.11,0.058,80
979,double_wall_corrugated,5.4,5868.0,26208.0,0.003,0.136,0.07,66
980,lightweight_cardboard,1.8,2387.5,6737.5,0.0,0.119,0.056,81
981,corrugated,4.5,2833.0,8487.0,0.001,0.12,0.057,82
982,food_grade_cardboard,2.7,5388.0,23760.0,0.001,0.112,0.057,75
983,corrugated,4.7,5838.0,26582.5,0.002,0.144,0.078,65
984,double_wall_corrugated,5.1,5049.5,23542.5,0.002,0.119,0.059,77
985,lightweight_cardboard,1.9,1662.0,3465.0,0.0,0.098,0.052,87
986,corrugated,4.6,3545.0,13299.0,0.001,0.098,0.052,89
987,standard_corrugated,3.3,2292.5,5531.25,0.0,0.105,0.051,90
988,double_wall_corrugated,6.5,6199.5,28980.0,0.004,0.114,0.055,74
989,recycled_kraft,2.0,3074.5,6929.0,0.0,0.099,0.046,91
990,double_wall_corrugated,6.4,3575.0,13431.0,0.002,0.107,0.057,82
991,recycled_kraft,3.0,5440.0,23552.0,0.0,0.135,0.065,78
992,standard_corrugated,4.4,2987.5,8685.38,0.001,0.121,0.06,77
993,standard_corrugated,4.4,1210.5,2103.75,0.0,0.096,0.048,88
994,lightweight_cardboard,2.1,2481.0,5985.0,0.0,0.117,0.061,78
995,corrugated,4.5,1623.0,4408.0,0.0,0.116,0.055,86
996,double_wall_corrugated,6.7,5605.5,28255.5,0.004,0.139,0.071,63
997,standard_corrugated,3.9,2210.5,5041.75,0.0,0.094,0.047,91
998,corrugated,4.5,2078.5,6396.25,0.001,0.112,0.057,85
999,standard_corrugated,3.1,3448.0,12376.0,0.001,0.127,0.067,73
1000,corrugated,4.6,3135.0,11475.0,0.001,0.118,0.056,82
1001,double_wall_corrugated,6.3,7314.0,20282.5,0.004,0.114,0.063,70
1002,lightweight_cardboard,2.2,9249.5,60225.0,0.001,0.16,0.083,61
1003,corrugated,5.0,5733.0,27783.0,0.002,0.133,0.069,70
1004,standard_corrugated,4.2,2738.5,8538.75,0.001,0.109,0.057,84
1005,lightweight_cardboard,2.2,3035.5,9717.5,0.0,0.097,0.048,90
1006,recycled_kraft,2.7,2486.0,7644.0,0.0,0.102,0.048,90
1007,corrugated,3.7,3291.0,11970.0,0.001,0.122,0.063,75
1008,corrugated,4.6,6132.0,31752.0,0.001,0.146,0.075,65
1009,heavy_duty_corrugated,5.9,4979.5,20932.75,0.003,0.108,0.058,75
1010,heavy_duty_corrugated,6.2,4235.5,17796.62,0.003,0.134,0.067,68
1011,food_grade_cardboard,2.5,3479.5,12911.5,0.0,0.107,0.057,79
1012,standard_corrugated,3.3,2292.5,5531.25,0.0,0.111,0.056,83
1013,recycled_kraft,3.3,5778.0,18589.5,0.0,0.128,0.06,80
1014,corrugated,4.5,2679.5,9394.12,0.001,0.12,0.06,80
1015,standard_corrugated,3.4,2726.5,7490.75,0.0,0.122,0.064,79
1016,recycled_kraft,3.2,2254.0,6468.0,0.0,0.1,0.053,89
1017,heavy_duty_corrugated,6.8,5294.5,25391.25,0.004,0.139,0.072,61
1018,double_wall_corrugated,6.6,4215.5,18330.0,0.003,0.105,0.058,78
1019,standard_corrugated,4.1,6147.5,32296.88,0.001,0.14,0.069,70
1020,food_grade_cardboard,3.6,6208.0,32708.0,0.001,0.142,0.071,63
1021,standard_corrugated,3.8,2068.0,5808.0,0.0,0.111,0.06,82
1022,heavy_duty_corrugated,7.0,5193.0,25259.0,0.004,0.116,0.065,68
1023,recycled_kraft,2.3,5602.5,26295.75,0.0,0.14,0.073,73
1024,standard_corrugated,4.0,1198.5,2047.5,0.0,0.092,0.049,90
1025,standard_corrugated,4.4,2025.5,4902.0,0.0,0.091,0.043,92
1026,food_grade_cardboard,3.0,2289.0,6885.0,0.0,0.114,0.061,75
1027,recycled_kraft,2.9,5204.5,20947.5,0.0,0.12,0.059,81
1028,double_wall_corrugated,6.9,5253.0,25308.0,0.003,0.138,0.068,66
1029,corrugated,4.6,5071.0,23205.0,0.001,0.119,0.058,79
1030,lightweight_cardboard,1.9,5865.5,30360.0,0.0,0.117,0.058,80
1031,lightweight_cardboard,1.6,1719.0,4433.0,0.0,0.115,0.055,83
1032,heavy_duty_corrugated,7.3,2354.5,5852.25,0.002,0.107,0.054,79
1033,food_grade_cardboard,2.7,5388.0,23760.0,0.001,0.112,0.053,77
1034,food_grade_cardboard,3.6,3200.5,11926.25,0.001,0.119,0.058,77
1035,corrugated,4.6,5042.0,20575.5,0.001,0.121,0.062,77
1036,standard_corrugated,3.0,1570.0,2750.0,0.0,0.106,0.053,86
1037,recycled_kraft,3.2,3379.5,10576.12,0.0,0.109,0.053,84
1038,recycled_kraft,2.1,5408.5,17522.75,0.0,0.129,0.067,77
1039,standard_corrugated,3.5,4285.5,17523.0,0.001,0.129,0.069,73
1040,recycled_kraft,3.4,2117.0,4158.0,0.0,0.111,0.058,85
1041,food_grade_cardboard,3.1,6790.0,36750.0,0.001,0.121,0.059,74
1042,standard_corrugated,3.2,4461.0,11620.0,0.001,0.123,0.065,75
1043,standard_corrugated,4.4,5747.0,29106.0,0.001,0.136,0.065,71
1044,corrugated,4.9,3140.5,11797.5,0.001,0.118,0.056,83
1045,double_wall_corrugated,5.2,7830.5,41174.25,0.004,0.135,0.069,67
1046,double_wall_corrugated,5.6,4804.0,17307.5,0.002,0.131,0.07,67
1047,recycled_kraft,2.4,7808.0,36967.5,0.0,0.146,0.07,71
1048,recycled_kraft,2.3,6859.5,26547.75,0.0,0.112,0.052,85
1049,corrugated,3.5,4698.0,20884.5,0.001,0.118,0.056,79
1050,double_wall_corrugated,6.2,3887.5,11247.62,0.002,0.124,0.067,71
1051,corrugated,3.9,2442.5,7595.25,0.001,0.093,0.048,89
1052,corrugated,3.8,4769.5,22051.25,0.001,0.139,0.068,72
1053,standard_corrugated,4.4,2113.0,5499.0,0.0,0.111,0.057,84
1054,standard_corrugated,3.4,9001.5,51584.5,0.002,0.158,0.081,59
1055,corrugated,5.0,5631.0,27540.0,0.001,0.119,0.062,75
1056,heavy_duty_corrugated,5.8,3708.5,14673.75,0.002,0.106,0.052,82
1057,double_wall_corrugated,6.0,4536.0,19404.0,0.002,0.135,0.074,64
1058,standard_corrugated,3.8,5702.5,28875.0,0.001,0.121,0.06,79
1059,double_wall_corrugated,7.0,4001.5,16815.0,0.002,0.127,0.067,69
1060,corrugated,4.8,7623.0,42804.0,0.002,0.138,0.065,71
1061,double_wall_corrugated,5.7,6283.0,33390.0,0.003,0.119,0.061,73
1062,double_wall_corrugated,7.0,3782.0,15456.0,0.002,0.099,0.05,82
1063,heavy_duty_corrugated,6.3,4098.0,16380.0,0.003,0.118,0.062,72
1064,standard_corrugated,4.0,4223.0,14454.0,0.001,0.131,0.062,75
1065,standard_corrugated,4.4,1183.5,1842.75,0.0,0.098,0.051,89
1066,standard_corrugated,3.5,2764.0,9568.0,0.001,0.105,0.05,88
1067,double_wall_corrugated,6.8,6288.0,30816.0,0.003,0.125,0.067,67
1068,recycled_kraft,2.3,7184.5,35148.75,0.0,0.136,0.072,71
1069,recycled_kraft,2.0,6122.0,29640.0,0.0,0.127,0.064,78
1070,lightweight_cardboard,2.0,4458.0,18265.5,0.0,0.132,0.069,73
1071,heavy_duty_corrugated,5.8,1675.5,4168.12,0.001,0.104,0.054,84
1072,food_grade_cardboard,2.8,3160.0,10944.0,0.0,0.111,0.055,79
1073,corrugated,4.8,3041.5,11147.5,0.001,0.099,0.053,87
1074,double_wall_corrugated,5.9,3584.0,12288.0,0.002,0.129,0.064,73
1075,lightweight_cardboard,2.2,2044.0,3987.5,0.0,0.096,0.049,92
