product_id,product_length,product_width,product_height,product_weight,product_category,fragility_level,box_length,box_width,box_height,material_type,material_thickness,strength_score,cost_usd,carbon_footprint_kg,material_saved_percent,shipping_efficiency,sustainability_score,recyclability_rating,production_date
2795,11.03,10.65,15.57,2.39,fragile,high,16.0,15.5,21.5,double_wall_corrugated,6.3,89.1,0.33,0.19,25.2,66.2,63.4,3,2024-08-22
2796,28.17,9.74,22.89,1.46,electronics,medium,34.5,13.5,28.5,standard_corrugated,3.4,45.0,0.31,0.16,20.2,51.1,52.7,4,2023-04-03
2797,19.5,24.93,3.96,2.5,books,low,23.0,29.0,6.0,standard_corrugated,4.4,57.4,0.26,0.14,15.2,52.9,49.3,4,2023-09-19
2798,26.82,14.93,16.27,0.68,food,medium,34.0,20.5,22.0,food_grade_cardboard,3.0,45.0,0.31,0.15,18.6,50.5,58.4,3,2023-02-10
2799,28.12,15.13,3.95,0.4,books,low,33.5,19.5,7.0,lightweight_cardboard,1.7,45.0,0.2,0.1,27.6,54.2,65.4,4,2024-11-24
2800,30.76,16.49,18.38,3.62,fragile,high,41.0,23.5,26.0,double_wall_corrugated,7.0,82.2,0.72,0.45,21.3,61.8,57.4,3,2024-03-03
2801,18.35,10.5,5.02,1.02,books,low,22.0,13.5,7.5,standard_corrugated,4.1,52.1,0.2,0.11,27.4,56.3,67.0,4,2023-02-17
2802,20.23,17.4,4.5,0.62,books,low,25.0,21.5,7.5,lightweight_cardboard,1.9,45.0,0.2,0.1,21.3,51.7,55.1,4,2024-02-25
2803,15.56,17.5,7.13,1.69,books,low,19.5,21.5,10.5,standard_corrugated,4.4,57.8,0.23,0.14,22.1,55.8,57.9,4,2024-08-27
2804,47.21,46.18,3.49,0.49,clothing,low,54.5,53.5,6.5,recycled_kraft,2.1,45.0,0.37,0.15,16.5,49.6,47.4,5,2023-07-03
2805,34.79,36.9,8.88,0.81,clothing,low,39.5,42.0,11.0,recycled_kraft,2.1,45.0,0.31,0.13,21.0,51.5,59.6,5,2023-09-13
2806,29.88,23.53,14.48,1.95,clothing,low,34.5,27.5,18.0,recycled_kraft,3.0,45.0,0.31,0.13,28.1,54.4,67.7,5,2024-06-28
2807,11.35,30.58,13.16,1.66,food,medium,16.0,38.0,18.0,food_grade_cardboard,2.8,45.0,0.28,0.13,26.4,53.7,70.1,3,2023-08-07
2808,24.29,19.29,2.23,0.97,books,low,29.0,23.5,4.5,lightweight_cardboard,2.4,45.0,0.22,0.11,27.4,54.1,71.2,4,2024-02-23
2809,15.22,23.19,2.93,2.26,books,low,20.0,28.5,6.5,standard_corrugated,4.3,52.0,0.23,0.13,13.1,50.4,46.7,4,2023-04-12
2810,11.19,15.77,19.87,0.92,fragile,medium,14.5,20.0,24.5,standard_corrugated,3.5,45.0,0.27,0.13,23.7,52.6,63.6,4,2024-01-03
2811,15.47,15.56,3.04,0.87,books,medium,21.0,21.0,6.5,standard_corrugated,4.3,58.1,0.23,0.12,18.0,54.3,55.7,4,2023-10-29
2812,16.84,21.79,12.84,1.44,fragile,high,23.0,29.0,18.0,corrugated,3.6,49.4,0.3,0.17,16.8,51.0,49.5,4,2024-08-08
2813,20.98,47.75,14.05,0.49,clothing,low,26.0,55.5,18.5,recycled_kraft,2.8,45.0,0.36,0.16,19.6,50.9,52.6,5,2023-02-05
2814,18.71,16.63,8.02,4.4,food,medium,24.0,21.5,11.5,heavy_duty_corrugated,7.4,81.1,0.34,0.22,23.9,63.2,60.2,3,2024-03-03
2815,23.23,49.31,14.02,3.27,clothing,low,29.5,59.0,19.0,recycled_kraft,3.3,45.0,0.44,0.19,19.4,50.7,51.2,5,2023-05-15
2816,30.61,38.36,7.34,2.17,clothing,low,36.0,44.5,10.5,recycled_kraft,2.5,45.0,0.33,0.13,17.8,50.2,52.2,5,2023-10-12
2817,25.0,14.75,21.68,2.15,fragile,low,30.0,19.0,26.5,standard_corrugated,3.3,45.4,0.32,0.17,17.9,50.3,54.0,4,2024-12-20
2818,30.42,31.1,14.34,5.92,food,low,36.0,36.5,17.5,heavy_duty_corrugated,5.9,76.4,0.57,0.35,22.1,60.7,56.6,3,2024-07-30
2819,28.01,31.1,22.63,5.18,electronics,high,37.0,41.0,30.5,double_wall_corrugated,6.0,75.4,0.84,0.57,13.4,56.3,34.9,3,2023-11-12
2820,49.2,18.23,27.33,2.85,toys,medium,59.5,24.0,34.5,standard_corrugated,3.9,45.0,0.6,0.31,16.3,49.1,43.3,4,2024-01-03
2821,29.47,18.58,7.63,0.36,books,low,34.0,22.0,10.0,lightweight_cardboard,1.5,45.0,0.22,0.1,19.3,50.9,52.8,4,2023-10-18
2822,32.26,25.02,29.31,6.59,fragile,high,42.5,33.5,39.0,double_wall_corrugated,5.8,70.1,0.98,0.57,13.7,54.8,34.5,3,2023-08-27
2823,21.17,49.11,5.66,1.79,clothing,low,24.5,55.5,7.5,recycled_kraft,3.2,45.0,0.31,0.13,25.4,53.3,64.5,5,2024-11-27
2824,22.98,35.42,23.25,3.22,toys,low,29.0,43.0,29.5,standard_corrugated,3.7,45.3,0.47,0.26,27.1,53.6,64.3,4,2023-01-29
2825,18.32,25.43,34.62,3.56,toys,high,25.5,34.5,46.0,double_wall_corrugated,5.3,75.1,0.79,0.47,18.7,58.6,46.1,3,2023-07-24
2826,29.58,30.28,8.31,1.69,toys,high,37.5,38.5,12.0,corrugated,4.9,67.3,0.44,0.26,14.0,55.0,43.0,4,2024-05-14
2827,46.39,37.84,4.96,1.16,clothing,low,52.5,43.0,7.0,recycled_kraft,2.4,45.0,0.36,0.14,17.0,49.9,51.7,5,2023-08-20
2828,28.41,45.29,8.01,3.01,clothing,low,34.5,53.5,11.5,recycled_kraft,3.2,45.0,0.38,0.16,29.8,54.9,67.4,5,2024-09-13
2829,33.92,23.78,12.81,0.95,food,high,42.0,30.0,16.5,corrugated,3.8,52.6,0.42,0.22,24.7,55.0,59.8,4,2024-08-14
2830,35.62,17.72,17.79,6.18,food,low,42.5,22.0,22.5,heavy_duty_corrugated,6.3,75.6,0.58,0.34,18.7,59.1,50.3,3,2024-11-28
2831,31.32,34.89,20.94,3.1,food,high,40.5,44.5,27.5,double_wall_corrugated,6.0,79.4,0.91,0.56,24.8,62.1,51.9,3,2023-12-02
2832,30.38,5.7,6.84,5.11,electronics,medium,38.0,9.0,10.5,heavy_duty_corrugated,6.5,83.4,0.29,0.18,26.0,64.9,68.8,3,2024-01-25
2833,19.6,11.45,7.43,1.63,food,low,23.0,14.0,9.5,food_grade_cardboard,3.3,45.0,0.22,0.1,28.0,54.4,71.8,3,2024-07-01
2834,27.0,33.05,8.65,3.81,electronics,medium,33.0,40.5,11.5,standard_corrugated,3.3,45.0,0.36,0.18,13.1,48.2,44.9,4,2023-02-21
2835,12.12,22.41,27.64,1.96,fragile,high,16.0,28.0,34.5,corrugated,4.3,52.9,0.37,0.21,24.7,55.1,59.4,4,2024-01-06
2836,26.59,36.91,15.88,0.68,toys,low,31.5,43.0,20.0,lightweight_cardboard,2.0,45.0,0.34,0.15,17.4,50.0,50.0,4,2024-06-20
2837,29.86,21.35,7.02,1.77,books,medium,36.5,27.0,10.5,standard_corrugated,3.3,45.0,0.3,0.16,22.3,51.9,56.5,4,2023-06-17
2838,24.19,24.27,6.91,2.48,books,low,28.5,28.5,9.5,standard_corrugated,4.5,58.3,0.31,0.17,19.2,54.7,52.0,4,2023-12-17
2839,55.19,49.29,8.93,2.24,clothing,low,63.5,57.0,12.5,recycled_kraft,3.3,45.0,0.55,0.24,27.9,53.9,66.3,5,2024-05-29
2840,26.2,11.15,16.4,1.15,food,medium,33.0,16.0,22.0,food_grade_cardboard,3.8,45.0,0.32,0.16,25.1,53.1,61.9,3,2024-10-14
2841,28.88,33.56,6.39,0.66,toys,low,33.5,38.5,9.0,lightweight_cardboard,2.2,45.0,0.28,0.13,23.2,52.4,66.0,4,2023-11-20
2842,18.45,29.96,26.51,5.14,fragile,high,25.5,40.0,35.5,double_wall_corrugated,5.3,70.5,0.72,0.43,12.8,55.0,45.2,3,2023-05-19
2843,18.74,14.75,7.78,2.22,books,low,23.0,19.0,11.0,standard_corrugated,3.9,55.0,0.23,0.12,19.2,53.8,58.3,4,2024-03-07
2844,19.42,20.13,20.56,4.45,fragile,high,25.0,26.0,26.5,double_wall_corrugated,6.6,88.6,0.57,0.35,21.7,64.2,58.6,3,2023-01-02
2845,18.11,12.39,5.91,0.98,books,high,23.5,17.0,9.0,corrugated,3.6,46.6,0.24,0.12,23.4,53.0,60.3,4,2023-12-01
2846,28.23,31.69,8.18,2.43,clothing,high,36.0,40.5,12.0,double_wall_corrugated,6.0,86.7,0.6,0.35,26.4,65.5,64.3,3,2024-06-30
2847,48.57,21.17,15.42,2.05,toys,low,56.0,26.0,19.5,standard_corrugated,3.6,45.0,0.42,0.25,16.5,49.4,45.3,4,2023-04-18
2848,43.99,39.3,9.74,2.49,toys,high,54.5,49.0,13.5,double_wall_corrugated,5.4,74.0,0.8,0.52,26.4,61.2,63.8,3,2024-09-16
2849,42.31,34.8,6.57,2.37,clothing,low,50.0,41.5,10.5,recycled_kraft,2.6,45.0,0.37,0.15,25.9,53.4,67.6,5,2023-02-25
2850,11.41,18.65,25.56,2.73,fragile,high,16.5,25.0,33.5,double_wall_corrugated,7.0,90.6,0.54,0.33,18.1,63.4,48.7,3,2023-02-09
2851,20.42,19.37,21.68,3.13,food,high,27.0,26.0,28.5,double_wall_corrugated,6.4,86.2,0.56,0.35,19.6,62.6,55.1,3,2024-05-19
2852,52.06,33.85,6.6,1.28,clothing,low,58.5,38.5,8.5,recycled_kraft,2.4,45.0,0.37,0.15,24.8,53.0,59.4,5,2024-11-29
2853,29.96,14.23,5.45,1.38,books,low,34.5,17.5,7.5,standard_corrugated,3.9,45.0,0.25,0.14,14.1,48.7,47.1,4,2023-01-12
2854,11.33,18.86,3.77,4.08,electronics,high,16.0,25.5,7.0,double_wall_corrugated,5.5,77.1,0.28,0.16,26.6,63.3,70.7,3,2023-08-23
2855,29.88,16.43,23.19,4.59,food,medium,37.5,21.5,29.5,heavy_duty_corrugated,6.7,76.0,0.6,0.39,25.8,62.0,58.5,3,2024-09-19
2856,10.86,15.49,29.8,3.23,fragile,high,16.0,22.0,39.5,double_wall_corrugated,6.8,89.7,0.54,0.34,19.6,63.7,54.3,3,2023-10-24
2857,29.85,6.69,16.9,4.24,electronics,high,39.5,11.0,23.5,double_wall_corrugated,6.1,88.4,0.44,0.28,13.1,60.9,42.7,3,2024-02-28
2858,29.05,49.14,14.94,0.68,clothing,high,36.5,60.5,19.5,corrugated,4.6,59.0,0.61,0.36,20.8,54.9,52.9,4,2024-07-26
2859,15.77,17.98,21.86,2.75,fragile,high,21.5,24.0,28.5,double_wall_corrugated,5.9,84.9,0.5,0.3,21.5,63.2,58.7,3,2024-06-29
2860,20.7,16.52,22.91,0.97,fragile,high,26.0,21.0,29.0,corrugated,4.3,59.0,0.36,0.21,26.2,57.6,69.2,4,2023-10-02
2861,48.07,30.35,23.52,3.59,toys,low,56.5,36.5,28.5,standard_corrugated,4.0,45.4,0.66,0.37,13.1,47.7,38.9,4,2023-06-22
2862,23.7,38.5,12.27,1.96,toys,high,31.0,49.0,17.5,corrugated,4.7,61.7,0.47,0.3,23.1,56.8,56.4,4,2024-08-25
2863,12.86,9.03,19.39,1.65,food,medium,17.0,12.5,24.5,food_grade_cardboard,3.5,45.0,0.24,0.12,21.0,51.5,59.0,3,2023-01-29
2864,13.27,27.07,17.78,5.27,food,high,19.0,36.0,25.0,double_wall_corrugated,7.0,86.5,0.57,0.35,14.8,60.8,46.3,3,2024-06-14
2865,44.17,25.6,5.4,2.03,clothing,low,52.0,31.5,9.0,recycled_kraft,3.2,45.0,0.36,0.15,19.7,50.9,56.2,5,2023-07-03
2866,13.44,31.03,11.35,3.51,food,medium,18.5,39.0,16.0,food_grade_cardboard,3.7,45.0,0.34,0.16,17.4,50.0,56.0,3,2024-06-22
2867,16.45,13.54,2.31,2.53,books,low,19.5,16.5,4.0,standard_corrugated,4.3,61.7,0.19,0.11,28.0,59.4,72.5,4,2024-10-03
2868,28.72,16.29,22.67,3.75,fragile,high,37.5,22.0,30.0,double_wall_corrugated,5.6,79.1,0.59,0.38,26.3,63.1,60.9,3,2024-02-28
2869,51.29,48.45,9.96,3.68,clothing,low,59.0,56.0,12.5,recycled_kraft,2.6,45.0,0.51,0.2,26.6,53.5,61.3,5,2024-09-06
2870,23.86,26.14,32.97,1.44,toys,medium,30.0,32.5,40.5,standard_corrugated,3.8,45.0,0.51,0.26,14.5,48.5,43.5,4,2024-03-24
2871,28.48,33.62,5.12,2.27,clothing,low,34.0,40.0,8.5,recycled_kraft,2.7,45.0,0.3,0.13,31.1,55.6,73.9,5,2023-03-19
2872,30.89,26.79,16.73,4.58,food,high,40.5,35.5,23.0,double_wall_corrugated,6.7,81.3,0.82,0.48,20.3,61.1,55.1,3,2024-06-03
2873,44.9,16.25,3.21,1.17,clothing,low,52.0,20.5,6.5,recycled_kraft,2.0,45.0,0.24,0.1,29.0,54.8,72.2,5,2023-01-27
2874,26.56,13.47,7.42,0.55,books,low,32.0,17.5,11.0,lightweight_cardboard,1.7,45.0,0.22,0.1,25.4,53.4,66.4,4,2024-10-26
2875,26.84,16.27,24.03,2.28,fragile,low,32.5,21.0,29.5,standard_corrugated,4.3,50.5,0.4,0.22,14.5,50.3,49.6,4,2024-07-14
2876,27.21,22.73,9.46,0.98,electronics,medium,33.0,28.0,12.5,standard_corrugated,3.1,45.0,0.29,0.16,13.1,48.3,43.0,4,2024-07-21
2877,26.95,22.92,7.08,1.12,books,low,32.5,28.0,11.0,standard_corrugated,3.3,45.0,0.3,0.16,20.6,51.3,54.2,4,2024-09-05
2878,30.09,21.75,26.87,1.23,toys,medium,37.0,27.5,33.5,standard_corrugated,3.5,45.0,0.47,0.23,20.8,51.1,55.1,4,2023-11-17
2879,33.49,13.18,10.75,5.62,food,medium,41.5,17.5,14.5,heavy_duty_corrugated,7.0,80.6,0.46,0.26,17.3,60.3,55.7,3,2023-10-14
2880,17.9,8.21,26.21,3.14,toys,low,23.5,12.5,33.0,standard_corrugated,3.8,45.4,0.29,0.16,26.1,53.6,69.7,4,2023-08-15
2881,24.53,32.79,5.24,3.43,electronics,medium,32.0,42.0,9.5,standard_corrugated,4.4,52.8,0.36,0.2,16.8,52.0,53.0,4,2023-11-12
2882,34.0,34.01,7.6,0.26,clothing,medium,41.5,41.5,11.0,recycled_kraft,2.3,45.0,0.33,0.14,24.0,52.7,62.1,5,2023-08-01
2883,18.07,34.61,14.32,4.82,food,low,23.5,42.0,19.0,heavy_duty_corrugated,7.2,76.4,0.55,0.35,12.2,56.8,41.8,3,2024-11-04
2884,24.95,17.8,12.07,0.26,clothing,high,31.5,23.0,16.5,corrugated,3.9,53.0,0.33,0.17,18.8,52.9,52.8,4,2024-10-18
2885,49.32,9.86,22.51,1.48,toys,high,61.5,14.0,29.0,corrugated,3.9,49.0,0.45,0.26,20.4,52.1,57.1,4,2023-03-14
2886,16.34,31.15,12.49,0.33,food,medium,20.5,37.5,16.0,food_grade_cardboard,3.2,45.0,0.32,0.16,24.2,52.7,62.3,3,2023-01-29
2887,35.52,16.81,6.95,0.13,electronics,medium,43.0,21.5,10.5,standard_corrugated,3.1,45.0,0.29,0.15,19.2,50.7,52.0,4,2023-07-19
2888,20.33,18.4,11.77,1.19,fragile,medium,25.5,23.5,16.0,standard_corrugated,3.6,45.0,0.28,0.15,16.5,49.6,48.9,4,2024-12-23
2889,28.73,13.57,4.57,0.6,books,low,33.5,16.5,6.5,lightweight_cardboard,1.9,45.0,0.19,0.1,26.2,53.7,68.4,4,2024-05-09
2890,22.74,23.1,3.23,0.41,books,low,27.5,28.0,6.0,lightweight_cardboard,1.7,45.0,0.21,0.1,22.4,52.2,63.5,4,2024-10-07
2891,27.35,22.69,6.01,4.71,electronics,high,35.0,29.5,9.0,double_wall_corrugated,6.7,79.8,0.47,0.31,20.6,61.2,50.7,3,2023-12-10
2892,21.2,17.24,4.76,2.57,books,low,24.5,20.5,6.5,standard_corrugated,3.6,47.6,0.23,0.12,15.2,50.0,53.5,4,2023-05-06
2893,35.44,39.53,3.12,1.3,clothing,low,41.0,45.5,5.5,recycled_kraft,3.5,45.0,0.36,0.15,28.9,54.6,73.6,5,2024-06-01
2894,15.97,13.98,19.92,4.12,fragile,high,21.5,19.5,26.5,double_wall_corrugated,6.8,85.3,0.43,0.28,24.1,64.4,62.8,3,2023-04-14
2895,19.4,19.12,4.24,1.48,books,low,23.0,23.0,6.5,standard_corrugated,3.3,45.0,0.22,0.12,21.6,51.8,61.8,4,2024-10-04
2896,29.12,18.11,24.97,5.32,fragile,high,37.5,24.0,32.5,double_wall_corrugated,6.0,79.5,0.7,0.42,20.3,60.7,49.4,3,2023-04-05
2897,30.87,22.08,18.67,2.06,food,medium,37.5,27.5,23.5,food_grade_cardboard,3.4,45.0,0.42,0.19,24.4,52.7,67.0,3,2023-06-08
2898,31.15,18.13,25.66,4.87,fragile,high,40.0,24.0,33.0,double_wall_corrugated,6.6,76.1,0.74,0.5,23.3,60.6,52.6,3,2024-08-10
2899,19.51,19.92,6.17,1.98,books,low,23.5,24.0,9.0,standard_corrugated,4.3,57.0,0.25,0.14,21.1,55.1,55.7,4,2024-11-22
2900,20.92,13.82,2.94,1.87,books,low,26.0,18.5,6.5,standard_corrugated,3.9,52.7,0.22,0.13,22.5,54.4,62.5,4,2023-05-16
2901,16.03,16.71,2.98,1.09,books,medium,20.0,21.0,5.0,standard_corrugated,3.1,45.0,0.2,0.11,14.7,49.1,48.5,4,2023-08-23
2902,10.53,5.65,20.27,0.48,electronics,high,15.5,9.5,27.0,corrugated,4.2,54.7,0.23,0.14,12.3,50.9,50.0,4,2024-08-24
2903,45.75,24.48,4.48,0.71,clothing,medium,54.0,29.5,6.5,recycled_kraft,3.3,45.0,0.33,0.14,33.6,56.5,77.2,5,2023-10-09
2904,20.71,14.99,7.13,2.37,books,low,24.5,18.5,10.0,standard_corrugated,4.1,53.3,0.25,0.14,24.6,55.4,60.7,4,2024-02-03
2905,30.41,24.99,18.01,0.85,fragile,high,38.5,32.0,23.5,corrugated,4.8,61.0,0.48,0.3,18.0,54.6,55.6,4,2024-04-05
2906,42.62,13.73,7.47,1.19,toys,medium,52.0,19.0,11.5,standard_corrugated,4.0,52.9,0.34,0.18,14.4,51.1,48.2,4,2023-07-03
2907,57.06,27.39,11.69,1.61,clothing,low,65.0,32.0,15.0,recycled_kraft,2.1,45.0,0.39,0.15,23.6,52.5,62.6,5,2024-08-20
2908,45.9,48.82,9.12,4.78,clothing,low,54.5,58.0,13.0,heavy_duty_corrugated,7.4,73.9,1.09,0.68,17.4,57.1,41.4,3,2023-05-02
2909,24.26,24.28,3.86,1.69,books,high,31.5,31.5,7.0,corrugated,4.9,70.1,0.33,0.18,24.7,60.4,66.8,4,2023-11-14
2910,18.82,11.31,10.92,4.77,food,medium,23.5,15.0,14.5,heavy_duty_corrugated,5.8,77.7,0.31,0.18,22.8,61.9,58.5,3,2023-05-21
2911,30.02,19.21,11.26,4.36,fragile,high,40.0,27.0,17.0,double_wall_corrugated,5.2,68.6,0.52,0.31,22.1,58.5,52.1,3,2024-07-11
2912,18.77,14.3,12.33,3.91,fragile,high,25.0,19.5,17.0,double_wall_corrugated,6.1,87.6,0.39,0.24,26.9,66.3,65.5,3,2023-07-01
2913,38.84,31.08,10.47,1.28,clothing,low,44.0,35.5,13.0,recycled_kraft,3.1,45.0,0.35,0.16,34.7,56.9,83.1,5,2023-12-10
2914,27.86,11.93,6.12,1.09,toys,low,32.5,15.0,8.5,standard_corrugated,3.6,45.0,0.23,0.12,27.0,53.9,65.8,4,2023-09-16
2915,25.74,25.06,13.78,4.39,food,low,31.0,30.0,17.5,heavy_duty_corrugated,5.8,79.0,0.49,0.28,15.6,59.1,45.5,3,2023-01-12
2916,32.1,11.96,22.69,4.15,fragile,high,41.0,16.0,29.5,double_wall_corrugated,6.0,84.7,0.59,0.37,18.0,61.5,52.0,3,2024-07-06
2917,26.54,22.67,17.65,3.39,fragile,high,35.0,30.5,24.0,double_wall_corrugated,5.7,74.7,0.59,0.38,25.2,61.4,63.0,3,2024-03-03
2918,26.97,15.75,14.82,3.52,toys,low,32.5,19.5,18.5,standard_corrugated,3.5,46.5,0.31,0.15,15.3,49.6,49.3,4,2024-11-28
2919,27.72,17.91,3.95,1.54,books,low,33.0,22.0,7.0,standard_corrugated,4.0,48.7,0.26,0.14,22.2,53.1,63.8,4,2024-06-06
2920,13.89,29.27,28.94,2.09,fragile,high,18.0,36.5,36.0,double_wall_corrugated,6.8,85.4,0.67,0.42,19.3,62.1,47.3,3,2024-10-20
2921,5.09,20.34,7.25,4.45,electronics,medium,9.0,27.0,12.0,heavy_duty_corrugated,6.6,85.9,0.27,0.16,22.0,64.1,58.5,3,2024-03-18
2922,40.39,46.6,13.9,2.98,clothing,low,46.0,53.0,17.0,recycled_kraft,3.0,45.0,0.48,0.18,35.0,57.0,77.9,5,2023-03-14
2923,19.89,29.94,24.65,5.51,fragile,medium,26.0,38.0,31.5,heavy_duty_corrugated,6.8,77.5,0.7,0.43,12.9,57.1,38.9,3,2023-06-14
2924,8.7,34.45,19.08,5.0,electronics,low,12.5,41.5,24.0,heavy_duty_corrugated,6.6,73.2,0.46,0.29,27.5,62.1,62.6,3,2023-05-18
2925,16.73,26.58,10.13,1.28,fragile,high,21.5,33.5,13.5,corrugated,4.0,52.7,0.32,0.16,21.4,53.9,57.3,4,2023-11-25
2926,53.95,20.7,6.25,0.39,clothing,low,61.0,24.0,8.5,recycled_kraft,2.6,45.0,0.32,0.13,20.3,51.2,53.0,5,2023-02-02
2927,33.8,29.65,23.07,3.78,fragile,high,43.0,38.0,30.0,double_wall_corrugated,5.6,76.0,0.82,0.55,12.7,56.2,40.1,3,2024-12-17
2928,34.69,24.1,15.82,0.72,fragile,low,40.0,28.5,19.0,lightweight_cardboard,2.4,45.0,0.31,0.15,23.7,52.5,64.4,4,2023-05-28
2929,37.36,38.83,11.45,2.55,toys,medium,44.5,46.0,15.0,standard_corrugated,4.2,47.2,0.48,0.28,17.2,50.2,49.7,4,2023-11-27
2930,17.82,17.07,7.33,1.42,books,low,22.0,21.5,10.5,standard_corrugated,3.9,50.2,0.25,0.14,22.5,53.6,59.2,4,2023-12-15
2931,9.52,23.46,11.72,1.16,food,medium,13.0,29.0,15.5,food_grade_cardboard,3.9,45.9,0.27,0.13,25.9,53.7,65.6,3,2024-09-14
2932,46.95,23.92,12.36,1.3,clothing,low,54.0,28.5,16.0,recycled_kraft,3.3,45.0,0.39,0.17,27.7,54.1,72.5,5,2024-09-28
2933,22.08,21.48,19.84,3.86,fragile,high,28.5,28.0,25.5,double_wall_corrugated,6.9,87.3,0.63,0.38,22.5,64.0,57.2,3,2024-09-27
2934,21.26,14.57,17.23,0.44,fragile,high,28.5,20.5,23.5,corrugated,3.8,49.4,0.34,0.19,23.1,53.5,63.2,4,2023-09-26
2935,24.47,30.33,6.52,2.14,food,high,31.0,38.0,9.5,double_wall_corrugated,6.4,91.8,0.5,0.31,24.4,66.4,57.7,3,2023-05-04
2936,36.61,10.02,13.48,3.6,electronics,high,47.0,14.5,18.5,double_wall_corrugated,6.2,86.9,0.49,0.3,16.9,61.9,45.3,3,2024-10-15
2937,47.88,19.47,9.22,1.31,toys,low,54.0,23.0,11.5,standard_corrugated,4.1,51.8,0.36,0.21,17.9,52.1,48.5,4,2024-12-13
2938,22.52,19.08,5.7,0.72,books,low,26.5,22.5,8.0,lightweight_cardboard,1.8,45.0,0.2,0.1,18.8,50.7,55.9,4,2023-02-23
2939,15.39,10.5,25.09,0.94,fragile,high,21.0,15.0,32.5,corrugated,4.5,64.5,0.32,0.18,15.7,55.1,52.1,4,2024-03-01
2940,39.95,24.73,23.55,2.11,toys,medium,48.5,31.0,29.5,standard_corrugated,3.6,45.0,0.5,0.29,17.3,49.6,52.9,4,2023-03-24
2941,37.21,27.89,26.07,4.31,toys,medium,46.5,35.5,33.5,heavy_duty_corrugated,7.2,69.2,0.95,0.63,19.5,56.7,48.9,3,2024-09-09
2942,48.27,32.09,10.13,3.69,toys,medium,59.5,40.0,14.5,standard_corrugated,4.2,49.7,0.52,0.32,26.3,54.5,67.2,4,2024-09-14
2943,31.0,10.28,12.9,3.01,food,high,41.5,16.0,19.0,double_wall_corrugated,5.4,84.0,0.45,0.27,22.9,63.6,54.5,3,2024-01-08
2944,23.62,19.83,24.35,1.97,fragile,high,30.5,26.0,31.5,corrugated,3.8,46.6,0.44,0.22,14.7,49.2,51.2,4,2024-05-24
2945,29.57,23.28,23.66,3.1,fragile,high,38.5,31.0,31.5,double_wall_corrugated,6.4,83.6,0.84,0.53,26.1,63.9,60.2,3,2023-08-14
2946,15.16,11.19,13.46,2.8,electronics,medium,19.0,14.5,17.0,standard_corrugated,3.8,45.0,0.24,0.13,20.0,51.1,54.2,4,2023-10-19
2947,11.91,28.42,29.47,3.3,fragile,high,16.0,36.5,37.5,double_wall_corrugated,6.1,87.6,0.64,0.41,15.3,61.2,46.6,3,2023-01-09
2948,25.95,22.02,5.89,1.11,books,medium,32.0,27.5,9.0,standard_corrugated,4.1,54.9,0.29,0.16,20.4,54.2,57.5,4,2024-12-20
2949,16.56,14.65,15.95,2.16,fragile,high,22.0,19.5,21.0,double_wall_corrugated,6.7,90.4,0.4,0.26,15.1,62.4,46.0,3,2024-10-16
2950,29.3,36.93,14.05,1.04,clothing,medium,36.0,45.0,18.5,recycled_kraft,2.4,45.0,0.37,0.15,24.1,52.7,60.6,5,2024-05-25
2951,11.91,33.26,20.99,2.22,toys,low,15.0,38.0,25.0,standard_corrugated,3.8,45.6,0.32,0.18,22.5,52.1,59.8,4,2023-03-05
2952,19.8,16.91,3.38,0.73,books,low,24.5,21.5,6.5,lightweight_cardboard,2.3,45.0,0.21,0.11,23.6,52.6,60.6,4,2024-05-09
2953,53.32,33.82,9.2,4.1,clothing,medium,66.0,43.0,14.0,heavy_duty_corrugated,7.2,75.6,0.95,0.62,16.5,57.4,38.2,3,2023-02-17
2954,18.73,24.78,30.27,0.6,toys,medium,23.5,30.5,36.5,standard_corrugated,3.4,45.0,0.41,0.2,27.7,54.0,71.0,4,2023-06-16
2955,27.1,13.72,4.24,2.03,books,low,32.5,18.0,7.5,standard_corrugated,3.2,45.0,0.23,0.12,17.5,50.1,54.8,4,2024-10-26
2956,24.51,16.41,7.4,1.57,books,low,30.0,21.0,11.0,standard_corrugated,3.3,45.0,0.25,0.14,21.9,51.8,58.7,4,2024-12-20
2957,46.88,13.67,20.85,3.4,toys,low,56.0,18.5,27.0,standard_corrugated,4.4,47.9,0.5,0.26,20.0,51.6,54.3,4,2023-12-08
2958,33.21,26.36,16.55,2.83,food,low,38.5,31.0,20.0,food_grade_cardboard,3.2,45.0,0.38,0.18,17.2,49.8,55.8,3,2024-01-05
2959,26.22,24.51,20.98,2.42,fragile,high,34.0,32.0,28.0,double_wall_corrugated,5.8,84.2,0.68,0.42,13.4,59.4,39.9,3,2024-12-20
2960,36.51,48.73,7.8,1.73,clothing,medium,43.5,57.5,10.5,recycled_kraft,2.0,45.0,0.37,0.14,28.8,54.6,69.2,5,2023-08-13
2961,39.94,32.3,10.06,1.69,clothing,low,46.5,38.0,13.5,recycled_kraft,2.1,45.0,0.33,0.14,30.2,55.2,75.2,5,2024-03-19
2962,31.44,20.28,23.67,0.84,fragile,high,40.5,27.0,31.0,corrugated,4.5,52.8,0.52,0.29,23.8,54.5,56.9,4,2024-01-10
2963,33.44,20.15,4.72,0.73,clothing,low,39.5,25.0,8.0,recycled_kraft,2.9,45.0,0.27,0.12,25.7,53.4,67.7,5,2023-09-20
